"species"	"contigs"	"genome_size"	"sp"	"sp_ID"
"GCF_900183785.1_H2179_genomic.fna"	"Staphylococcus_argenteus"	82	2783881	"argenteus"	"Staphylococcus_argenteus__GCF_900183785.1_H2179_genomic.fna"
"GCF_900183795.1_O-4_genomic.fna"	"Staphylococcus_argenteus"	109	2801108	"argenteus"	"Staphylococcus_argenteus__GCF_900183795.1_O-4_genomic.fna"
"GCF_900183805.1_O-9_genomic.fna"	"Staphylococcus_argenteus"	273	2799217	"argenteus"	"Staphylococcus_argenteus__GCF_900183805.1_O-9_genomic.fna"
"GCF_900183825.1_H1826_genomic.fna"	"Staphylococcus_argenteus"	114	2817035	"argenteus"	"Staphylococcus_argenteus__GCF_900183825.1_H1826_genomic.fna"
"GCF_900183845.1_M4611_genomic.fna"	"Staphylococcus_argenteus"	56	2778325	"argenteus"	"Staphylococcus_argenteus__GCF_900183845.1_M4611_genomic.fna"
"GCF_900183865.1_O-1_genomic.fna"	"Staphylococcus_argenteus"	80	2809730	"argenteus"	"Staphylococcus_argenteus__GCF_900183865.1_O-1_genomic.fna"
"GCF_003011845.1_ASM301184v1_genomic.fna"	"Staphylococcus_argenteus"	46	2870678	"argenteus"	"Staphylococcus_argenteus__GCF_003011845.1_ASM301184v1_genomic.fna"
"GCF_003967115.1_ASM396711v1_genomic.fna"	"Staphylococcus_argenteus"	3	2872664	"argenteus"	"Staphylococcus_argenteus__GCF_003967115.1_ASM396711v1_genomic.fna"
"GCF_005472255.1_ASM547225v1_genomic.fna"	"Staphylococcus_argenteus"	56	2757284	"argenteus"	"Staphylococcus_argenteus__GCF_005472255.1_ASM547225v1_genomic.fna"
"GCF_902388265.1_UHGG_MGYG-HGUT-02548_genomic.fna"	"Staphylococcus_argenteus"	89	2783391	"argenteus"	"Staphylococcus_argenteus__GCF_902388265.1_UHGG_MGYG-HGUT-02548_genomic.fna"
"GCF_006741705.1_ASM674170v1_genomic.fna"	"Staphylococcus_arlettae"	2	2652264	"arlettae"	"Staphylococcus_arlettae__GCF_006741705.1_ASM674170v1_genomic.fna"
"GCF_007992735.1_ASM799273v1_genomic.fna"	"Staphylococcus_arlettae"	63	2649114	"arlettae"	"Staphylococcus_arlettae__GCF_007992735.1_ASM799273v1_genomic.fna"
"GCF_000295715.1_ASM29571v1_genomic.fna"	"Staphylococcus_arlettae"	57	2565675	"arlettae"	"Staphylococcus_arlettae__GCF_000295715.1_ASM29571v1_genomic.fna"
"GCF_002902345.1_ASM290234v1_genomic.fna"	"Staphylococcus_arlettae"	33	2665344	"arlettae"	"Staphylococcus_arlettae__GCF_002902345.1_ASM290234v1_genomic.fna"
"GCF_003040735.1_ASM304073v1_genomic.fna"	"Staphylococcus_arlettae"	303	2724906	"arlettae"	"Staphylococcus_arlettae__GCF_003040735.1_ASM304073v1_genomic.fna"
"GCF_003040755.1_ASM304075v1_genomic.fna"	"Staphylococcus_arlettae"	158	2673553	"arlettae"	"Staphylococcus_arlettae__GCF_003040755.1_ASM304075v1_genomic.fna"
"GCF_003040775.1_ASM304077v1_genomic.fna"	"Staphylococcus_arlettae"	120	2542218	"arlettae"	"Staphylococcus_arlettae__GCF_003040775.1_ASM304077v1_genomic.fna"
"GCF_003040795.1_ASM304079v1_genomic.fna"	"Staphylococcus_arlettae"	48	2538221	"arlettae"	"Staphylococcus_arlettae__GCF_003040795.1_ASM304079v1_genomic.fna"
"GCF_003041095.1_ASM304109v1_genomic.fna"	"Staphylococcus_arlettae"	382	2613550	"arlettae"	"Staphylococcus_arlettae__GCF_003041095.1_ASM304109v1_genomic.fna"
"GCF_003041115.1_ASM304111v1_genomic.fna"	"Staphylococcus_arlettae"	206	2547838	"arlettae"	"Staphylococcus_arlettae__GCF_003041115.1_ASM304111v1_genomic.fna"
"GCF_003041135.1_ASM304113v1_genomic.fna"	"Staphylococcus_arlettae"	180	2530496	"arlettae"	"Staphylococcus_arlettae__GCF_003041135.1_ASM304113v1_genomic.fna"
"GCF_003041155.1_ASM304115v1_genomic.fna"	"Staphylococcus_arlettae"	227	2610210	"arlettae"	"Staphylococcus_arlettae__GCF_003041155.1_ASM304115v1_genomic.fna"
"GCF_003041175.1_ASM304117v1_genomic.fna"	"Staphylococcus_arlettae"	276	2630116	"arlettae"	"Staphylococcus_arlettae__GCF_003041175.1_ASM304117v1_genomic.fna"
"GCF_003290035.1_ASM329003v1_genomic.fna"	"Staphylococcus_arlettae"	82	2498899	"arlettae"	"Staphylococcus_arlettae__GCF_003290035.1_ASM329003v1_genomic.fna"
"GCF_003290105.1_ASM329010v1_genomic.fna"	"Staphylococcus_arlettae"	72	2612388	"arlettae"	"Staphylococcus_arlettae__GCF_003290105.1_ASM329010v1_genomic.fna"
"GCF_003290115.1_ASM329011v1_genomic.fna"	"Staphylococcus_arlettae"	102	2490148	"arlettae"	"Staphylococcus_arlettae__GCF_003290115.1_ASM329011v1_genomic.fna"
"GCF_003578645.1_ASM357864v1_genomic.fna"	"Staphylococcus_arlettae"	148	2626046	"arlettae"	"Staphylococcus_arlettae__GCF_003578645.1_ASM357864v1_genomic.fna"
"GCF_003578655.1_ASM357865v1_genomic.fna"	"Staphylococcus_arlettae"	509	2601992	"arlettae"	"Staphylococcus_arlettae__GCF_003578655.1_ASM357865v1_genomic.fna"
"GCF_003578665.1_ASM357866v1_genomic.fna"	"Staphylococcus_arlettae"	199	2604433	"arlettae"	"Staphylococcus_arlettae__GCF_003578665.1_ASM357866v1_genomic.fna"
"GCF_003578705.1_ASM357870v1_genomic.fna"	"Staphylococcus_arlettae"	676	2615098	"arlettae"	"Staphylococcus_arlettae__GCF_003578705.1_ASM357870v1_genomic.fna"
"GCF_003578715.1_ASM357871v1_genomic.fna"	"Staphylococcus_arlettae"	764	2479625	"arlettae"	"Staphylococcus_arlettae__GCF_003578715.1_ASM357871v1_genomic.fna"
"GCF_003579095.1_ASM357909v1_genomic.fna"	"Staphylococcus_arlettae"	216	2520303	"arlettae"	"Staphylococcus_arlettae__GCF_003579095.1_ASM357909v1_genomic.fna"
"GCF_900457375.1_41556_H01_genomic.fna"	"Staphylococcus_arlettae"	5	2722698	"arlettae"	"Staphylococcus_arlettae__GCF_900457375.1_41556_H01_genomic.fna"
"GCF_004570895.1_ASM457089v1_genomic.fna"	"Staphylococcus_arlettae"	80	2607375	"arlettae"	"Staphylococcus_arlettae__GCF_004570895.1_ASM457089v1_genomic.fna"
"GCF_007671775.1_ASM767177v1_genomic.fna"	"Staphylococcus_arlettae"	106	2661734	"arlettae"	"Staphylococcus_arlettae__GCF_007671775.1_ASM767177v1_genomic.fna"
"GCF_000009665.1_ASM966v1_genomic.fna"	"Staphylococcus_aureus"	2	2903636	"aureus"	"Staphylococcus_aureus__GCF_000009665.1_ASM966v1_genomic.fna"
"GCF_000010445.1_ASM1044v1_genomic.fna"	"Staphylococcus_aureus"	1	2880168	"aureus"	"Staphylococcus_aureus__GCF_000010445.1_ASM1044v1_genomic.fna"
"GCF_000146385.1_ASM14638v1_genomic.fna"	"Staphylococcus_aureus"	25	2934515	"aureus"	"Staphylococcus_aureus__GCF_000146385.1_ASM14638v1_genomic.fna"
"GCF_000149015.1_ASM14901v1_genomic.fna"	"Staphylococcus_aureus"	5	2818925	"aureus"	"Staphylococcus_aureus__GCF_000149015.1_ASM14901v1_genomic.fna"
"GCF_000153665.1_ASM15366v1_genomic.fna"	"Staphylococcus_aureus"	174	2845480	"aureus"	"Staphylococcus_aureus__GCF_000153665.1_ASM15366v1_genomic.fna"
"GCF_000159535.2_ASM15953v2_genomic.fna"	"Staphylococcus_aureus"	2	2827166	"aureus"	"Staphylococcus_aureus__GCF_000159535.2_ASM15953v2_genomic.fna"
"GCF_000159555.1_ASM15955v1_genomic.fna"	"Staphylococcus_aureus"	248	2779997	"aureus"	"Staphylococcus_aureus__GCF_000159555.1_ASM15955v1_genomic.fna"
"GCF_000160195.1_ASM16019v1_genomic.fna"	"Staphylococcus_aureus"	1	2899588	"aureus"	"Staphylococcus_aureus__GCF_000160195.1_ASM16019v1_genomic.fna"
"GCF_000160335.2_ASM16033v2_genomic.fna"	"Staphylococcus_aureus"	2	2777368	"aureus"	"Staphylococcus_aureus__GCF_000160335.2_ASM16033v2_genomic.fna"
"GCF_000160355.1_ASM16035v1_genomic.fna"	"Staphylococcus_aureus"	15	2809741	"aureus"	"Staphylococcus_aureus__GCF_000160355.1_ASM16035v1_genomic.fna"
"GCF_000160375.1_ASM16037v1_genomic.fna"	"Staphylococcus_aureus"	23	2805834	"aureus"	"Staphylococcus_aureus__GCF_000160375.1_ASM16037v1_genomic.fna"
"GCF_000160395.1_ASM16039v1_genomic.fna"	"Staphylococcus_aureus"	17	2838772	"aureus"	"Staphylococcus_aureus__GCF_000160395.1_ASM16039v1_genomic.fna"
"GCF_000160415.1_ASM16041v1_genomic.fna"	"Staphylococcus_aureus"	16	2791311	"aureus"	"Staphylococcus_aureus__GCF_000160415.1_ASM16041v1_genomic.fna"
"GCF_000162595.1_ASM16259v1_genomic.fna"	"Staphylococcus_aureus"	21	2806194	"aureus"	"Staphylococcus_aureus__GCF_000162595.1_ASM16259v1_genomic.fna"
"GCF_000162615.1_ASM16261v1_genomic.fna"	"Staphylococcus_aureus"	18	2891845	"aureus"	"Staphylococcus_aureus__GCF_000162615.1_ASM16261v1_genomic.fna"
"GCF_000162635.1_ASM16263v1_genomic.fna"	"Staphylococcus_aureus"	31	2829512	"aureus"	"Staphylococcus_aureus__GCF_000162635.1_ASM16263v1_genomic.fna"
"GCF_000162655.1_ASM16265v1_genomic.fna"	"Staphylococcus_aureus"	13	2807924	"aureus"	"Staphylococcus_aureus__GCF_000162655.1_ASM16265v1_genomic.fna"
"GCF_000162675.1_ASM16267v1_genomic.fna"	"Staphylococcus_aureus"	20	2785837	"aureus"	"Staphylococcus_aureus__GCF_000162675.1_ASM16267v1_genomic.fna"
"GCF_000162695.1_ASM16269v1_genomic.fna"	"Staphylococcus_aureus"	18	2787974	"aureus"	"Staphylococcus_aureus__GCF_000162695.1_ASM16269v1_genomic.fna"
"GCF_000162715.1_ASM16271v1_genomic.fna"	"Staphylococcus_aureus"	12	2800799	"aureus"	"Staphylococcus_aureus__GCF_000162715.1_ASM16271v1_genomic.fna"
"GCF_000162735.1_ASM16273v1_genomic.fna"	"Staphylococcus_aureus"	36	2804748	"aureus"	"Staphylococcus_aureus__GCF_000162735.1_ASM16273v1_genomic.fna"
"GCF_000162795.1_ASM16279v1_genomic.fna"	"Staphylococcus_aureus"	27	2798364	"aureus"	"Staphylococcus_aureus__GCF_000162795.1_ASM16279v1_genomic.fna"
"GCF_000193875.1_ASM19387v2_genomic.fna"	"Staphylococcus_aureus"	68	2830354	"aureus"	"Staphylococcus_aureus__GCF_000193875.1_ASM19387v2_genomic.fna"
"GCF_000205345.1_ASM20534v2_genomic.fna"	"Staphylococcus_aureus"	61	2782601	"aureus"	"Staphylococcus_aureus__GCF_000205345.1_ASM20534v2_genomic.fna"
"GCF_000212435.1_ASM21243v2_genomic.fna"	"Staphylococcus_aureus"	118	2663395	"aureus"	"Staphylococcus_aureus__GCF_000212435.1_ASM21243v2_genomic.fna"
"GCF_000245575.1_ASM24557v2_genomic.fna"	"Staphylococcus_aureus"	108	2815489	"aureus"	"Staphylococcus_aureus__GCF_000245575.1_ASM24557v2_genomic.fna"
"GCF_000248575.1_ASM24857v2_genomic.fna"	"Staphylococcus_aureus"	20	3069467	"aureus"	"Staphylococcus_aureus__GCF_000248575.1_ASM24857v2_genomic.fna"
"GCF_000262895.1_VRSA05_2_genomic.fna"	"Staphylococcus_aureus"	96	2919993	"aureus"	"Staphylococcus_aureus__GCF_000262895.1_VRSA05_2_genomic.fna"
"GCF_000262915.1_VRSA06_2_genomic.fna"	"Staphylococcus_aureus"	103	2908442	"aureus"	"Staphylococcus_aureus__GCF_000262915.1_VRSA06_2_genomic.fna"
"GCF_000284895.1_ASM28489v1_genomic.fna"	"Staphylococcus_aureus"	65	2822241	"aureus"	"Staphylococcus_aureus__GCF_000284895.1_ASM28489v1_genomic.fna"
"GCF_000359765.1_Stap_aure_HI010_V1_genomic.fna"	"Staphylococcus_aureus"	4	2903760	"aureus"	"Staphylococcus_aureus__GCF_000359765.1_Stap_aure_HI010_V1_genomic.fna"
"GCF_000359785.1_Stap_aure_HI013_V1_genomic.fna"	"Staphylococcus_aureus"	5	2946333	"aureus"	"Staphylococcus_aureus__GCF_000359785.1_Stap_aure_HI013_V1_genomic.fna"
"GCF_000359805.1_Stap_aure_HI022_V1_genomic.fna"	"Staphylococcus_aureus"	3	2845606	"aureus"	"Staphylococcus_aureus__GCF_000359805.1_Stap_aure_HI022_V1_genomic.fna"
"GCF_000359825.1_Stap_aure_HI049B_V1_genomic.fna"	"Staphylococcus_aureus"	3	2915189	"aureus"	"Staphylococcus_aureus__GCF_000359825.1_Stap_aure_HI049B_V1_genomic.fna"
"GCF_000359845.1_Stap_aure_HI049C_V1_genomic.fna"	"Staphylococcus_aureus"	3	2915328	"aureus"	"Staphylococcus_aureus__GCF_000359845.1_Stap_aure_HI049C_V1_genomic.fna"
"GCF_000359865.1_Stap_aure_HI049_V1_genomic.fna"	"Staphylococcus_aureus"	4	2900844	"aureus"	"Staphylococcus_aureus__GCF_000359865.1_Stap_aure_HI049_V1_genomic.fna"
"GCF_000359925.1_Stap_aure_HIF003_B2N-C_V1_genomic.fna"	"Staphylococcus_aureus"	2	2756892	"aureus"	"Staphylococcus_aureus__GCF_000359925.1_Stap_aure_HIF003_B2N-C_V1_genomic.fna"
"GCF_000359945.1_Stap_aure_M0001_V1_genomic.fna"	"Staphylococcus_aureus"	25	2882253	"aureus"	"Staphylococcus_aureus__GCF_000359945.1_Stap_aure_M0001_V1_genomic.fna"
"GCF_000359965.1_Stap_aure_M0006_V1_genomic.fna"	"Staphylococcus_aureus"	10	2941847	"aureus"	"Staphylococcus_aureus__GCF_000359965.1_Stap_aure_M0006_V1_genomic.fna"
"GCF_000359985.1_Stap_aure_M0029_V1_genomic.fna"	"Staphylococcus_aureus"	3	2891893	"aureus"	"Staphylococcus_aureus__GCF_000359985.1_Stap_aure_M0029_V1_genomic.fna"
"GCF_000360005.1_Stap_aure_M0035_V1_genomic.fna"	"Staphylococcus_aureus"	4	2893032	"aureus"	"Staphylococcus_aureus__GCF_000360005.1_Stap_aure_M0035_V1_genomic.fna"
"GCF_000360025.1_Stap_aure_M0045_V1_genomic.fna"	"Staphylococcus_aureus"	7	2954419	"aureus"	"Staphylococcus_aureus__GCF_000360025.1_Stap_aure_M0045_V1_genomic.fna"
"GCF_000360045.1_Stap_aure_M0055_V1_genomic.fna"	"Staphylococcus_aureus"	5	2960379	"aureus"	"Staphylococcus_aureus__GCF_000360045.1_Stap_aure_M0055_V1_genomic.fna"
"GCF_000360065.1_Stap_aure_M0060_V1_genomic.fna"	"Staphylococcus_aureus"	12	2922670	"aureus"	"Staphylococcus_aureus__GCF_000360065.1_Stap_aure_M0060_V1_genomic.fna"
"GCF_000360085.1_Stap_aure_M0066_V1_genomic.fna"	"Staphylococcus_aureus"	6	2917552	"aureus"	"Staphylococcus_aureus__GCF_000360085.1_Stap_aure_M0066_V1_genomic.fna"
"GCF_000360105.1_Stap_aure_M0077_V1_genomic.fna"	"Staphylococcus_aureus"	7	2937865	"aureus"	"Staphylococcus_aureus__GCF_000360105.1_Stap_aure_M0077_V1_genomic.fna"
"GCF_000360125.1_Stap_aure_M0102_V1_genomic.fna"	"Staphylococcus_aureus"	6	2834946	"aureus"	"Staphylococcus_aureus__GCF_000360125.1_Stap_aure_M0102_V1_genomic.fna"
"GCF_000360145.1_Stap_aure_M0103_V1_genomic.fna"	"Staphylococcus_aureus"	11	2931245	"aureus"	"Staphylococcus_aureus__GCF_000360145.1_Stap_aure_M0103_V1_genomic.fna"
"GCF_000360165.1_Stap_aure_M0104_V1_genomic.fna"	"Staphylococcus_aureus"	10	2935513	"aureus"	"Staphylococcus_aureus__GCF_000360165.1_Stap_aure_M0104_V1_genomic.fna"
"GCF_000360185.1_Stap_aure_M0108_V1_genomic.fna"	"Staphylococcus_aureus"	5	2855322	"aureus"	"Staphylococcus_aureus__GCF_000360185.1_Stap_aure_M0108_V1_genomic.fna"
"GCF_000360205.1_Stap_aure_M0144_V1_genomic.fna"	"Staphylococcus_aureus"	5	2927732	"aureus"	"Staphylococcus_aureus__GCF_000360205.1_Stap_aure_M0144_V1_genomic.fna"
"GCF_000360225.1_Stap_aure_M0150_V1_genomic.fna"	"Staphylococcus_aureus"	7	2983845	"aureus"	"Staphylococcus_aureus__GCF_000360225.1_Stap_aure_M0150_V1_genomic.fna"
"GCF_000360245.1_Stap_aure_M0154_V1_genomic.fna"	"Staphylococcus_aureus"	11	2858079	"aureus"	"Staphylococcus_aureus__GCF_000360245.1_Stap_aure_M0154_V1_genomic.fna"
"GCF_000360265.1_Stap_aure_M0171_V1_genomic.fna"	"Staphylococcus_aureus"	9	2941800	"aureus"	"Staphylococcus_aureus__GCF_000360265.1_Stap_aure_M0171_V1_genomic.fna"
"GCF_000360285.1_Stap_aure_M0173_V1_genomic.fna"	"Staphylococcus_aureus"	4	2882188	"aureus"	"Staphylococcus_aureus__GCF_000360285.1_Stap_aure_M0173_V1_genomic.fna"
"GCF_000360305.1_Stap_aure_M0177_V1_genomic.fna"	"Staphylococcus_aureus"	6	2860798	"aureus"	"Staphylococcus_aureus__GCF_000360305.1_Stap_aure_M0177_V1_genomic.fna"
"GCF_000360325.1_Stap_aure_M0192_V1_genomic.fna"	"Staphylococcus_aureus"	4	2838711	"aureus"	"Staphylococcus_aureus__GCF_000360325.1_Stap_aure_M0192_V1_genomic.fna"
"GCF_000360345.1_Stap_aure_M0197_V1_genomic.fna"	"Staphylococcus_aureus"	8	3000001	"aureus"	"Staphylococcus_aureus__GCF_000360345.1_Stap_aure_M0197_V1_genomic.fna"
"GCF_000360365.1_Stap_aure_M0200_V1_genomic.fna"	"Staphylococcus_aureus"	13	2932026	"aureus"	"Staphylococcus_aureus__GCF_000360365.1_Stap_aure_M0200_V1_genomic.fna"
"GCF_000360385.1_Stap_aure_M0210_V1_genomic.fna"	"Staphylococcus_aureus"	5	2876719	"aureus"	"Staphylococcus_aureus__GCF_000360385.1_Stap_aure_M0210_V1_genomic.fna"
"GCF_000360405.1_Stap_aure_M0212_V1_genomic.fna"	"Staphylococcus_aureus"	5	2891952	"aureus"	"Staphylococcus_aureus__GCF_000360405.1_Stap_aure_M0212_V1_genomic.fna"
"GCF_000360425.1_Stap_aure_M0213_V1_genomic.fna"	"Staphylococcus_aureus"	4	2866462	"aureus"	"Staphylococcus_aureus__GCF_000360425.1_Stap_aure_M0213_V1_genomic.fna"
"GCF_000360445.1_Stap_aure_M0216_V1_genomic.fna"	"Staphylococcus_aureus"	4	2883951	"aureus"	"Staphylococcus_aureus__GCF_000360445.1_Stap_aure_M0216_V1_genomic.fna"
"GCF_000360465.1_Stap_aure_M0221_V1_genomic.fna"	"Staphylococcus_aureus"	5	2925585	"aureus"	"Staphylococcus_aureus__GCF_000360465.1_Stap_aure_M0221_V1_genomic.fna"
"GCF_000360485.1_Stap_aure_M0235_V1_genomic.fna"	"Staphylococcus_aureus"	3	2854696	"aureus"	"Staphylococcus_aureus__GCF_000360485.1_Stap_aure_M0235_V1_genomic.fna"
"GCF_000360505.1_Stap_aure_M0237_V1_genomic.fna"	"Staphylococcus_aureus"	6	2902309	"aureus"	"Staphylococcus_aureus__GCF_000360505.1_Stap_aure_M0237_V1_genomic.fna"
"GCF_000401455.1_ASM40145v1_genomic.fna"	"Staphylococcus_aureus"	140	2745390	"aureus"	"Staphylococcus_aureus__GCF_000401455.1_ASM40145v1_genomic.fna"
"GCF_000360525.1_Stap_aure_M0239_V1_genomic.fna"	"Staphylococcus_aureus"	2	2747294	"aureus"	"Staphylococcus_aureus__GCF_000360525.1_Stap_aure_M0239_V1_genomic.fna"
"GCF_000360545.1_Stap_aure_M0240_V1_genomic.fna"	"Staphylococcus_aureus"	11	2861639	"aureus"	"Staphylococcus_aureus__GCF_000360545.1_Stap_aure_M0240_V1_genomic.fna"
"GCF_000360565.1_Stap_aure_M0250_V1_genomic.fna"	"Staphylococcus_aureus"	2	2895690	"aureus"	"Staphylococcus_aureus__GCF_000360565.1_Stap_aure_M0250_V1_genomic.fna"
"GCF_000360585.1_Stap_aure_M0252_V1_genomic.fna"	"Staphylococcus_aureus"	2	2800006	"aureus"	"Staphylococcus_aureus__GCF_000360585.1_Stap_aure_M0252_V1_genomic.fna"
"GCF_000360605.1_Stap_aure_M0270_V1_genomic.fna"	"Staphylococcus_aureus"	13	2935183	"aureus"	"Staphylococcus_aureus__GCF_000360605.1_Stap_aure_M0270_V1_genomic.fna"
"GCF_000360625.1_Stap_aure_M0273_V1_genomic.fna"	"Staphylococcus_aureus"	7	2891684	"aureus"	"Staphylococcus_aureus__GCF_000360625.1_Stap_aure_M0273_V1_genomic.fna"
"GCF_000360645.1_Stap_aure_M0279_V1_genomic.fna"	"Staphylococcus_aureus"	4	2880819	"aureus"	"Staphylococcus_aureus__GCF_000360645.1_Stap_aure_M0279_V1_genomic.fna"
"GCF_000360665.1_Stap_aure_M0280_V1_genomic.fna"	"Staphylococcus_aureus"	12	2934334	"aureus"	"Staphylococcus_aureus__GCF_000360665.1_Stap_aure_M0280_V1_genomic.fna"
"GCF_000360725.1_Stap_aure_M0312_V1_genomic.fna"	"Staphylococcus_aureus"	5	2986100	"aureus"	"Staphylococcus_aureus__GCF_000360725.1_Stap_aure_M0312_V1_genomic.fna"
"GCF_000360745.1_Stap_aure_M0326_V1_genomic.fna"	"Staphylococcus_aureus"	11	2929542	"aureus"	"Staphylococcus_aureus__GCF_000360745.1_Stap_aure_M0326_V1_genomic.fna"
"GCF_000360765.1_Stap_aure_M0328_V1_genomic.fna"	"Staphylococcus_aureus"	4	2915024	"aureus"	"Staphylococcus_aureus__GCF_000360765.1_Stap_aure_M0328_V1_genomic.fna"
"GCF_000360785.1_Stap_aure_M0329_V1_genomic.fna"	"Staphylococcus_aureus"	10	2937020	"aureus"	"Staphylococcus_aureus__GCF_000360785.1_Stap_aure_M0329_V1_genomic.fna"
"GCF_000360805.1_Stap_aure_M0330_V1_genomic.fna"	"Staphylococcus_aureus"	4	2855248	"aureus"	"Staphylococcus_aureus__GCF_000360805.1_Stap_aure_M0330_V1_genomic.fna"
"GCF_000360825.1_Stap_aure_M0334_V1_genomic.fna"	"Staphylococcus_aureus"	7	2971222	"aureus"	"Staphylococcus_aureus__GCF_000360825.1_Stap_aure_M0334_V1_genomic.fna"
"GCF_000360845.1_Stap_aure_M0340_V1_genomic.fna"	"Staphylococcus_aureus"	5	2933541	"aureus"	"Staphylococcus_aureus__GCF_000360845.1_Stap_aure_M0340_V1_genomic.fna"
"GCF_000360865.1_Stap_aure_M0347_V1_genomic.fna"	"Staphylococcus_aureus"	4	2883127	"aureus"	"Staphylococcus_aureus__GCF_000360865.1_Stap_aure_M0347_V1_genomic.fna"
"GCF_000360885.1_Stap_aure_M0350_V1_genomic.fna"	"Staphylococcus_aureus"	5	2963134	"aureus"	"Staphylococcus_aureus__GCF_000360885.1_Stap_aure_M0350_V1_genomic.fna"
"GCF_000360905.1_Stap_aure_M0351_V1_genomic.fna"	"Staphylococcus_aureus"	9	2887530	"aureus"	"Staphylococcus_aureus__GCF_000360905.1_Stap_aure_M0351_V1_genomic.fna"
"GCF_000360925.1_Stap_aure_M0363_V1_genomic.fna"	"Staphylococcus_aureus"	3	2879577	"aureus"	"Staphylococcus_aureus__GCF_000360925.1_Stap_aure_M0363_V1_genomic.fna"
"GCF_000360945.1_Stap_aure_M0364_V1_genomic.fna"	"Staphylococcus_aureus"	7	2865129	"aureus"	"Staphylococcus_aureus__GCF_000360945.1_Stap_aure_M0364_V1_genomic.fna"
"GCF_000360965.1_Stap_aure_M0367_V1_genomic.fna"	"Staphylococcus_aureus"	4	2909870	"aureus"	"Staphylococcus_aureus__GCF_000360965.1_Stap_aure_M0367_V1_genomic.fna"
"GCF_000360985.1_Stap_aure_M0374_V1_genomic.fna"	"Staphylococcus_aureus"	4	2884620	"aureus"	"Staphylococcus_aureus__GCF_000360985.1_Stap_aure_M0374_V1_genomic.fna"
"GCF_000361005.1_Stap_aure_M0375_V1_genomic.fna"	"Staphylococcus_aureus"	14	2934666	"aureus"	"Staphylococcus_aureus__GCF_000361005.1_Stap_aure_M0375_V1_genomic.fna"
"GCF_000361025.1_Stap_aure_M0391_V1_genomic.fna"	"Staphylococcus_aureus"	8	2901295	"aureus"	"Staphylococcus_aureus__GCF_000361025.1_Stap_aure_M0391_V1_genomic.fna"
"GCF_000361045.1_Stap_aure_M0396_V1_genomic.fna"	"Staphylococcus_aureus"	6	2775577	"aureus"	"Staphylococcus_aureus__GCF_000361045.1_Stap_aure_M0396_V1_genomic.fna"
"GCF_000361065.1_Stap_aure_M0404_V1_genomic.fna"	"Staphylococcus_aureus"	7	2932648	"aureus"	"Staphylococcus_aureus__GCF_000361065.1_Stap_aure_M0404_V1_genomic.fna"
"GCF_000361085.1_Stap_aure_M0408_V1_genomic.fna"	"Staphylococcus_aureus"	9	2932837	"aureus"	"Staphylococcus_aureus__GCF_000361085.1_Stap_aure_M0408_V1_genomic.fna"
"GCF_000361105.1_Stap_aure_M0415_V1_genomic.fna"	"Staphylococcus_aureus"	9	2899314	"aureus"	"Staphylococcus_aureus__GCF_000361105.1_Stap_aure_M0415_V1_genomic.fna"
"GCF_000361125.1_Stap_aure_M0424_V1_genomic.fna"	"Staphylococcus_aureus"	6	2960173	"aureus"	"Staphylococcus_aureus__GCF_000361125.1_Stap_aure_M0424_V1_genomic.fna"
"GCF_000361145.1_Stap_aure_M0427_V1_genomic.fna"	"Staphylococcus_aureus"	2	2838730	"aureus"	"Staphylococcus_aureus__GCF_000361145.1_Stap_aure_M0427_V1_genomic.fna"
"GCF_000361165.1_Stap_aure_M0438_V1_genomic.fna"	"Staphylococcus_aureus"	5	2841556	"aureus"	"Staphylococcus_aureus__GCF_000361165.1_Stap_aure_M0438_V1_genomic.fna"
"GCF_000361185.1_Stap_aure_M0450_V1_genomic.fna"	"Staphylococcus_aureus"	7	2905147	"aureus"	"Staphylococcus_aureus__GCF_000361185.1_Stap_aure_M0450_V1_genomic.fna"
"GCF_000361205.1_Stap_aure_M0455_V1_genomic.fna"	"Staphylococcus_aureus"	3	2757657	"aureus"	"Staphylococcus_aureus__GCF_000361205.1_Stap_aure_M0455_V1_genomic.fna"
"GCF_000361225.1_Stap_aure_M0460_V1_genomic.fna"	"Staphylococcus_aureus"	7	2887208	"aureus"	"Staphylococcus_aureus__GCF_000361225.1_Stap_aure_M0460_V1_genomic.fna"
"GCF_000361245.1_Stap_aure_M0467_V1_genomic.fna"	"Staphylococcus_aureus"	6	2849046	"aureus"	"Staphylococcus_aureus__GCF_000361245.1_Stap_aure_M0467_V1_genomic.fna"
