IS431s_start	IS431s_len	IS431s_end	IS431s_dir	IS1272s_start	IS1272s_len	IS1272s_end	IS1272s_dir	mecI_start	mecI_len	mecI_end	mecI_dir	mecR_start	mecR_len	mecR_end	mecR_dir	mecA_start	mecA_len	mecA_end	mecA_dir	IS431e_start	IS431e_len	IS431e_end	IS431e_dir	assembly	GCF_ID	contig	species	contig_length	assembly_strand	mecA_to_end_length	end_length	mecR_to_end_length	mecR_end_length	mecR_len_simple	mecI_present	IS1272_present	IS431s_present	mecR_type	ISs_status	mec_class	mec_class_inferred	ccrA_count	ccrB_count	ccrC_count	ccrA_types	ccrB_types	ccrC_types	mecA_count
4982	675	5656	<	-	-	-	-	-	-	-	-	4834	108	>4941	<	2728	2010	4737	>	<1	72	72	>	GCF_001231145.1_7068_7	001231145.1	NZ_CUFI01000033.1	Staphylococcus_haemolyticus	15850	minus	11113	5000	10909	5000	type5	0	0	1	type5	Present	C2	NT	0	0	2	-	-	ccrC1,ccrC1	1
10188	675	10862	<	-	-	-	-	-	-	-	-	<10903	108	11010	<	11107	2010	13116	>	-	-	-	-	GCF_001235645.1_7068_7	001235645.1	NZ_CUFK01000038.1	Staphylococcus_haemolyticus	15778	plus	11107	5000	10903	5000	type5	0	0	1	type5	Present	C2	NT	1	1	2	ccrA4	ccrB4	ccrC1,ccrC1	1
<1	72	72	<	-	-	-	-	-	-	-	-	<113	108	220	<	317	2010	2326	>	-	-	-	-	GCF_001232865.1_7067_4	001232865.1	NZ_CUEJ01000051.1	Staphylococcus_haemolyticus	5026	plus	317	317	113	113	type5	0	0	1	type5	Present	C2	NT	0	0	0	-	-	-	1
379	675	1053	<	-	-	-	-	-	-	-	-	<1094	108	1201	<	1298	2010	3307	>	-	-	-	-	GCF_001227045.1_7068_7	001227045.1	NZ_CUHE01000045.1	Staphylococcus_haemolyticus	5978	plus	1298	1298	1094	1094	type5	0	0	1	type5	Present	C2	NT	0	0	1	-	-	ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	239	2010	2248	>	-	-	-	-	GCF_001071875.1_ASM10718	001071875.1	NZ_JVPA01000002.1	Staphylococcus_haemolyticus	4576	plus	239	239	NA	NA	-	0	0	0	-	Absent	NT	NT	0	0	1	-	-	ccrC1	1
7945	675	8619	<	-	-	-	-	-	-	-	-	<8660	108	8767	<	8864	2010	10873	>	-	-	-	-	GCF_001228325.1_7067_4	001228325.1	NZ_CUEB01000039.1	Staphylococcus_haemolyticus	13586	plus	8864	5000	8660	5000	type5	0	0	1	type5	Present	C2	NT	0	0	1	-	-	ccrC1	1
<1	236	236	<	-	-	-	-	-	-	-	-	<277	108	384	<	481	2010	2490	>	4946	173	>5118	>	GCF_001230145.1_7068_7	001230145.1	NZ_CUHG01000043.1	Staphylococcus_haemolyticus	5118	plus	481	481	277	277	type5	0	0	1	type5	Present	C2	NT	0	0	2	-	-	ccrC1,ccrC1	1
33129	675	33803	>	-	-	-	-	-	-	-	-	-	-	-	-	33976	2010	35985	>	38640	675	39314	>	GCF_000972725.1_ASM9727	000972725.1	NZ_CP011116.1	Staphylococcus_haemolyticus	2561368	plus	33976	5000	NA	NA	-	0	0	1	-	Present	mecA_only	NT	0	0	0	-	-	-	1
<1	72	72	<	-	-	-	-	-	-	-	-	<113	108	220	<	317	2010	2326	>	-	-	-	-	GCF_001227705.1_7067_4	001227705.1	NZ_CUDW01000059.1	Staphylococcus_haemolyticus	5015	plus	317	317	113	113	type5	0	0	1	type5	Present	C2	NT	0	0	1	-	-	ccrC1	1
<1	72	72	<	-	-	-	-	-	-	-	-	<113	108	220	<	317	2010	2326	>	4982	137	>5118	>	GCF_001226285.1_7067_4	001226285.1	NZ_CUER01000068.1	Staphylococcus_haemolyticus	5118	plus	317	317	113	113	type5	0	0	1	type5	Present	C2	NT	0	0	1	-	-	ccrC1	1
44313	675	44987	<	-	-	-	-	-	-	-	-	-	-	-	-	45232	2010	47241	>	49897	675	50571	>	GCF_000763705.1_ASM7637	000763705.1	NZ_JQHB01000015.1	Staphylococcus_haemolyticus	148050	plus	45232	5000	NA	NA	-	0	0	1	-	Present	mecA_only	NT	0	0	1	-	-	ccrC1	1
10218	675	10892	<	-	-	-	-	-	-	-	-	<10933	108	11040	<	11137	2010	13146	>	15802	72	>15873	>	GCF_001225985.1_7068_7	001225985.1	NZ_CUFH01000035.1	Staphylococcus_haemolyticus	15873	plus	11137	5000	10933	5000	type5	0	0	1	type5	Present	C2	NT	0	0	2	-	-	ccrC1,ccrC1	1
<1	72	72	<	-	-	-	-	-	-	-	-	<113	108	220	<	317	2010	2326	>	-	-	-	-	GCF_001227385.1_7068_7	001227385.1	NZ_CUFN01000060.1	Staphylococcus_haemolyticus	5013	plus	317	317	113	113	type5	0	0	1	type5	Present	C2	NT	1	1	0	ccrA2	ccrB2	-	1
-	-	-	-	-	-	-	-	-	-	-	-	4524	108	>4631	<	2418	2010	4427	>	-	-	-	-	GCF_001225665.1_7067_4	001225665.1	NZ_CUEN01000056.1	Staphylococcus_haemolyticus	4721	minus	294	294	90	90	type5	0	0	0	type5	Absent	C2	NT	0	0	1	-	-	ccrC1	1
44170	675	44844	<	-	-	-	-	-	-	-	-	-	-	-	-	45089	2010	47098	>	49754	675	50428	>	GCF_000763725.1_ASM7637	000763725.1	NZ_JQHA01000008.1	Staphylococcus_haemolyticus	147907	plus	45089	5000	NA	NA	-	0	0	1	-	Present	mecA_only	NT	0	0	1	-	-	ccrC1	1
<1	491	491	<	-	-	-	-	-	-	-	-	<532	108	639	<	736	2010	2745	>	-	-	-	-	GCF_001228845.1_7068_7	001228845.1	NZ_CUFO01000026.1	Staphylococcus_haemolyticus	5450	plus	736	736	532	532	type5	0	0	1	type5	Present	C2	NT	1	1	2	ccrA4	ccrB4	ccrC1,ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	4640	108	>4747	<	2534	2010	4543	>	-	-	-	-	GCF_001225485.1_7068_7	001225485.1	NZ_CUFY01000063.1	Staphylococcus_haemolyticus	4781	minus	238	238	34	34	type5	0	0	0	type5	Absent	C2	NT	0	0	2	-	-	ccrC1,ccrC1	1
4337	147	>4483	<	-	-	-	-	-	-	-	-	-	-	-	-	2083	2010	4092	>	-	-	-	-	GCF_001072095.1_ASM10720	001072095.1	NZ_JVMX01000058.1	Staphylococcus_haemolyticus	4544	minus	452	452	NA	NA	-	0	0	1	-	Present	mecA_only	NT	0	0	2	-	-	ccrC1,ccrC1	1
2202	675	2876	<	-	-	-	-	-	-	-	-	<2917	108	3024	<	3121	2010	5130	>	-	-	-	-	GCF_008922565.1_ASM89225	008922565.1	NZ_WBQU01000040.1	Staphylococcus_epidermidis	7771	plus	3121	3121	2917	2917	type5	0	0	1	type5	Present	C2	NT	0	0	1	-	-	ccrC1	1
2202	675	2876	<	-	-	-	-	-	-	-	-	<2917	108	3024	<	3121	2010	5130	>	-	-	-	-	GCF_008922555.1_ASM89225	008922555.1	NZ_WBQT01000042.1	Staphylococcus_epidermidis	7771	plus	3121	3121	2917	2917	type5	0	0	1	type5	Present	C2	NT	0	0	1	-	-	ccrC1	1
2187	675	2861	<	-	-	-	-	-	-	-	-	<2902	108	3009	<	3106	2010	5115	>	-	-	-	-	GCF_007679125.1_ASM76791	007679125.1	NZ_VEFW01000029.1	Staphylococcus_epidermidis	7877	plus	3106	3106	2902	2902	type5	0	0	1	type5	Present	C2	NT	0	0	2	-	-	ccrC1,ccrC1	1
5015	675	5689	<	-	-	-	-	-	-	-	-	4867	108	>4974	<	2761	2010	4770	>	<1	185	185	>	GCF_008922845.1_ASM89228	008922845.1	NZ_WBRG01000029.1	Staphylococcus_epidermidis	11020	minus	6250	5000	6046	5000	type5	0	0	1	type5	Present	C2	NT	1	1	0	ccrA1	ccrB1	-	1
-	-	-	-	-	-	-	-	-	-	-	-	4582	108	>4689	<	2476	2010	4485	>	-	-	-	-	GCF_008922755.1_ASM89227	008922755.1	NZ_WBRB01000035.1	Staphylococcus_epidermidis	4790	minus	305	305	101	101	type5	0	0	0	type5	Absent	C2	NT	1	1	0	ccrA1	ccrB1	-	1
-	-	-	-	-	-	-	-	-	-	-	-	<88	108	195	<	292	2010	2301	>	-	-	-	-	GCF_007673625.1_ASM76736	007673625.1	NZ_VDZY01000036.1	Staphylococcus_epidermidis	NA	plus	292	292	88	88	type5	0	0	0	type5	Absent	C2	NT	0	0	0	-	-	-	1
-	-	-	-	-	-	-	-	-	-	-	-	4791	108	>4898	<	2685	2010	4694	>	-	-	-	-	GCF_007673575.1_ASM76735	007673575.1	NZ_VDZW01000035.1	Staphylococcus_epidermidis	4985	minus	291	291	87	87	type5	0	0	0	type5	Absent	C2	NT	0	0	2	-	-	ccrC1,ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5185	2010	7194	>	-	-	-	-	GCF_006337205.1_ASM63372	006337205.1	NZ_CP040867.1	Staphylococcus_epidermidis	2424890	minus	2417696	5000	NA	NA	-	0	0	0	-	Absent	NT	NT	0	0	0	-	-	-	1
679731	675	680405	<	-	-	-	-	-	-	-	-	679583	108	>679690	<	677477	2010	679486	>	674147	675	674821	>	GCF_003856455.1_ASM38564	003856455.1	NZ_CP034115.1	Staphylococcus_epidermidis	2524648	minus	1845162	5000	1844958	5000	type5	0	0	1	type5	Present	C2	NT	1	1	1	ccrA4	ccrB4	ccrC1	1
685626	675	686300	<	-	-	-	-	-	-	-	-	685478	108	>685585	<	683372	2010	685381	>	680042	675	680716	>	GCF_003856395.1_ASM38563	003856395.1	NZ_CP034111.1	Staphylococcus_epidermidis	2477784	minus	1792403	5000	1792199	5000	type5	0	0	1	type5	Present	C2	NT	0	0	1	-	-	ccrC1	1
901037	675	901711	<	-	-	-	-	-	-	-	-	<901752	108	901859	<	901956	2010	903965	>	906461	675	907135	>	GCF_003812425.1_ASM38124	003812425.1	NZ_CP033782.1	Staphylococcus_epidermidis	2544197	plus	901956	5000	901752	5000	type5	0	0	1	type5	Present	C2	NT	0	0	2	-	-	ccrC1,ccrC1	1
12183	675	12857	<	-	-	-	-	-	-	-	-	<12898	108	13005	<	13102	2010	15111	>	17767	114	>17880	>	GCF_004374965.1_ASM43749	004374965.1	NZ_SNNI01000039.1	Staphylococcus_epidermidis	17880	plus	13102	5000	12898	5000	type5	0	0	1	type5	Present	C2	NT	1	1	2	ccrA2	ccrB2	ccrC1,ccrC1	1
5024	675	5698	<	-	-	-	-	-	-	-	-	4876	108	>4983	<	2770	2010	4779	>	<1	114	114	>	GCF_004374885.1_ASM43748	004374885.1	NZ_SNNF01000090.1	Staphylococcus_epidermidis	7199	minus	2420	2420	2216	2216	type5	0	0	1	type5	Present	C2	NT	1	1	2	ccrA2	ccrB2	ccrC1,ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1529	2010	3538	>	-	-	-	-	GCF_002271435.1_assembly-7759	002271435.1	NZ_NPDA01000171.1	Staphylococcus_epidermidis	NA	minus	NA	NA	NA	NA	-	0	0	0	-	Absent	NT	NT	0	0	0	-	-	-	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1829	2010	3838	>	-	-	-	-	GCF_001074715.1_ASM10747	001074715.1	NZ_JUPY01000093.1	Staphylococcus_epidermidis	4129	minus	291	291	NA	NA	-	0	0	0	-	Absent	NT	NT	1	1	1	ccrA4	ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	292	2010	2301	>	-	-	-	-	GCF_001075855.1_ASM10758	001075855.1	NZ_JULQ01000097.1	Staphylococcus_epidermidis	4129	plus	292	292	NA	NA	-	0	0	0	-	Absent	NT	NT	1	1	1	ccrA4	ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1789	2010	3798	>	-	-	-	-	GCF_001074495.1_ASM10744	001074495.1	NZ_JUSH01000107.1	Staphylococcus_epidermidis	4089	minus	291	291	NA	NA	-	0	0	0	-	Absent	NT	NT	0	0	1	-	-	ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1882	2010	3891	>	-	-	-	-	GCF_001074315.1_ASM10743	001074315.1	NZ_JUTU01000166.1	Staphylococcus_epidermidis	4109	minus	218	218	NA	NA	-	0	0	0	-	Absent	NT	NT	1	1	0	ccrA4	ccrB4	-	1
<1	231	231	<	-	-	-	-	-	-	-	-	-	-	-	-	476	2010	2485	>	-	-	-	-	GCF_001074075.1_ASM10740	001074075.1	NZ_JUVK01000034.1	Staphylococcus_epidermidis	5174	plus	476	476	NA	NA	-	0	0	1	-	Present	mecA_only	NT	1	1	1	ccrA2	ccrB2	ccrC1	1
2150	675	2824	<	-	-	-	-	-	-	-	-	-	-	-	-	3041	2010	5050	>	-	-	-	-	GCF_001431005.1_ASM14310	001431005.1	NZ_LJIF01000037.1	Staphylococcus_epidermidis	7310	plus	3041	3041	NA	NA	-	0	0	1	-	Present	mecA_only	NT	2	2	0	ccrA2,ccrA4	ccrB4,ccrB2	-	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	273	2010	2282	>	-	-	-	-	GCF_001073465.1_ASM10734	001073465.1	NZ_JVBC01000040.1	Staphylococcus_epidermidis	4091	plus	273	273	NA	NA	-	0	0	0	-	Absent	NT	NT	1	1	0	ccrA4	ccrB4	-	1
4163	227	>4389	<	-	-	-	-	-	-	-	-	-	-	-	-	1909	2010	3918	>	-	-	-	-	GCF_001075065.1_ASM10750	001075065.1	NZ_JUSL01000067.1	Staphylococcus_epidermidis	4389	minus	471	471	NA	NA	-	0	0	1	-	Present	mecA_only	NT	0	0	1	-	-	ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	292	2010	2301	>	-	-	-	-	GCF_001073305.1_ASM10733	001073305.1	NZ_JVDF01000091.1	Staphylococcus_epidermidis	4129	plus	292	292	NA	NA	-	0	0	0	-	Absent	NT	NT	1	1	1	ccrA4	ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	219	2010	2228	>	-	-	-	-	GCF_001073295.1_ASM10732	001073295.1	NZ_JVCM01000178.1	Staphylococcus_epidermidis	4029	plus	219	219	NA	NA	-	0	0	0	-	Absent	NT	NT	1	1	0	ccrA4	ccrB4	-	1
<62	147	208	<	-	-	-	-	-	-	-	-	-	-	-	-	453	2010	2462	>	-	-	-	-	GCF_001073235.1_ASM10732	001073235.1	NZ_JVDM01000043.1	Staphylococcus_epidermidis	4374	plus	453	453	NA	NA	-	0	0	1	-	Present	mecA_only	NT	1	1	1	ccrA4	ccrB4	ccrC1	1
<1	231	231	<	-	-	-	-	-	-	-	-	-	-	-	-	476	2010	2485	>	5181	164	>5344	>	GCF_001073075.1_ASM10730	001073075.1	NZ_JVGE01000019.1	Staphylococcus_epidermidis	5344	plus	476	476	NA	NA	-	0	0	1	-	Present	mecA_only	NT	0	0	3	-	-	ccrC1,ccrC1,ccrC1	1
4083	227	>4309	<	-	-	-	-	-	-	-	-	-	-	-	-	1829	2010	3838	>	-	-	-	-	GCF_001073035.1_ASM10730	001073035.1	NZ_JVGH01000060.1	Staphylococcus_epidermidis	4309	minus	471	471	NA	NA	-	0	0	1	-	Present	mecA_only	NT	1	1	3	ccrA4	ccrB4	ccrC1,ccrC1,ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	292	2010	2301	>	-	-	-	-	GCF_001072715.1_ASM10727	001072715.1	NZ_JVIW01000124.1	Staphylococcus_epidermidis	4049	plus	292	292	NA	NA	-	0	0	0	-	Absent	NT	NT	0	0	1	-	-	ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	219	2010	2228	>	-	-	-	-	GCF_001072685.1_ASM10726	001072685.1	NZ_JVJF01000114.1	Staphylococcus_epidermidis	4029	plus	219	219	NA	NA	-	0	0	0	-	Absent	NT	NT	1	1	0	ccrA4	ccrB4	-	1
<1	218	218	<	-	-	-	-	-	-	-	-	-	-	-	-	463	2010	2472	>	5322	127	>5448	>	GCF_001072575.1_ASM10725	001072575.1	NZ_JVJZ01000078.1	Staphylococcus_epidermidis	5448	plus	463	463	NA	NA	-	0	0	1	-	Present	mecA_only	NT	1	1	3	ccrA4	ccrB4	ccrC1,ccrC1,ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1829	2010	3838	>	-	-	-	-	GCF_001070255.1_ASM10702	001070255.1	NZ_JWCD01000060.1	Staphylococcus_epidermidis	4129	minus	291	291	NA	NA	-	0	0	0	-	Absent	NT	NT	1	1	1	ccrA4	ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	292	2010	2301	>	-	-	-	-	GCF_001071895.1_ASM10718	001071895.1	NZ_JVOY01000104.1	Staphylococcus_epidermidis	4129	plus	292	292	NA	NA	-	0	0	0	-	Absent	NT	NT	0	0	1	-	-	ccrC1	1
11696	675	12370	<	-	-	-	-	-	-	-	-	<12411	108	12518	<	12615	2010	14624	>	17280	409	>17688	>	GCF_000276425.1_ASM2764	000276425.1	NZ_AKGO01000089.1	Staphylococcus_epidermidis	17688	plus	12615	5000	12411	5000	type5	0	0	1	type5	Present	C2	NT	0	0	1	-	-	ccrC1	1
11700	675	12374	<	-	-	-	-	-	-	-	-	<12415	108	12522	<	12619	2010	14628	>	-	-	-	-	GCF_000276405.1_ASM2764	000276405.1	NZ_AKGP01000048.1	Staphylococcus_epidermidis	16399	plus	12619	5000	12415	5000	type5	0	0	1	type5	Present	C2	NT	0	0	1	-	-	ccrC1	1
2121	675	2795	<	-	-	-	-	-	-	-	-	<2836	108	2943	<	3041	2010	5050	>	-	-	-	-	GCF_000245635.1_ASM2456	000245635.1	NZ_AHKX01000065.1	Staphylococcus_epidermidis	7449	plus	3041	3041	2836	2836	type5	0	0	1	type5	Present	C2	NT	0	0	1	-	-	ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1829	2010	3838	>	-	-	-	-	GCF_001069215.1_ASM10692	001069215.1	NZ_JWCC01000079.1	Staphylococcus_epidermidis	4129	minus	291	291	NA	NA	-	0	0	0	-	Absent	NT	NT	1	1	1	ccrA4	ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1806	2010	3815	>	-	-	-	-	GCF_001071415.1_ASM10714	001071415.1	NZ_JVAT01000105.1	Staphylococcus_epidermidis	4083	minus	268	268	NA	NA	-	0	0	0	-	Absent	NT	NT	1	1	1	ccrA4	ccrB4	ccrC1	1
<1	227	227	<	-	-	-	-	-	-	-	-	-	-	-	-	472	2010	2481	>	-	-	-	-	GCF_001068845.1_ASM10688	001068845.1	NZ_JVYA01000052.1	Staphylococcus_epidermidis	4429	plus	472	472	NA	NA	-	0	0	1	-	Present	mecA_only	NT	1	1	1	ccrA4	ccrB4	ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	292	2010	2301	>	4957	237	>5193	>	GCF_001071125.1_ASM10711	001071125.1	NZ_JVGQ01000049.1	Staphylococcus_epidermidis	5193	plus	292	292	NA	NA	-	0	0	0	-	Absent	NT	NT	1	1	3	ccrA4	ccrB4	ccrC1,ccrC1,ccrC1	1
46996	675	47670	<	-	-	-	-	-	-	-	-	46848	108	>46955	<	44742	2010	46751	>	41412	675	42086	>	GCF_003966585.1_ASM39665	003966585.1	NZ_AP018585.1	Staphylococcus_caprae	2618380	minus	2571629	5000	2571425	5000	type5	0	0	1	type5	Present	C2	NT	0	0	2	-	-	ccrC1,ccrC1	1
5204	675	5878	<	-	-	-	-	-	-	-	-	-	-	-	-	2950	2010	4959	>	<1	294	294	>	GCF_000931485.1_ASM9314	000931485.1	NZ_JXXP01000008.1	Staphylococcus_caprae	91935	minus	86976	5000	NA	NA	-	0	0	1	-	Present	mecA_only	NT	1	1	1	ccrA1	ccrB3	ccrC1	1
3898	675	4572	<	-	-	-	-	-	-	-	-	-	-	-	-	1644	2010	3653	>	-	-	-	-	GCF_000684715.1_Stap_aure_2011-60-2275-7	000684715.1	NZ_JJBY01000032.1	Staphylococcus_aureus	14903	minus	11250	5000	NA	NA	-	0	0	1	-	Present	mecA_only	NT	0	0	2	-	-	ccrC1,ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3146	2010	5155	>	<1	530	530	>	GCF_000684295.1_Stap_aure_VE08_02242ST1	000684295.1	NZ_JIVI01000031.1	Staphylococcus_aureus	5401	minus	246	246	NA	NA	-	0	0	0	-	Absent	NT	NT	0	0	1	-	-	ccrC1	1
49779	675	50453	<	-	-	-	-	-	-	-	-	-	-	-	-	47525	2010	49534	>	44235	675	44909	>	GCF_000647295.1_Stap_aure_ZTA09_03576-8HST	000647295.1	NZ_KK240620.1	Staphylococcus_aureus	60785	minus	11251	5000	NA	NA	-	0	0	1	-	Present	mecA_only	NT	0	0	2	-	-	ccrC1,ccrC1	1
49779	675	50453	<	-	-	-	-	-	-	-	-	-	-	-	-	47525	2010	49534	>	44235	675	44909	>	GCF_000638975.1_Stap_aure_DICM09_00997-9HST2	000638975.1	NZ_KK223631.1	Staphylococcus_aureus	157379	minus	107845	5000	NA	NA	-	0	0	1	-	Present	mecA_only	NT	0	0	2	-	-	ccrC1,ccrC1	1
49779	675	50453	<	-	-	-	-	-	-	-	-	-	-	-	-	47525	2010	49534	>	44235	675	44909	>	GCF_000637235.1_Stap_aure_204HN_17-03-52-05	000637235.1	NZ_KK220280.1	Staphylococcus_aureus	78332	minus	28798	5000	NA	NA	-	0	0	1	-	Present	mecA_only	NT	0	0	2	-	-	ccrC1,ccrC1	1
7084	88	>7171	<	-	-	-	-	-	-	-	-	-	-	-	-	4830	2010	6839	>	1580	675	2254	>	GCF_000605985.1_Stap_aure_W42298_110712	000605985.1	NZ_KK095626.1	Staphylococcus_aureus	7171	minus	332	332	NA	NA	-	0	0	1	-	Present	mecA_only	NT	0	0	0	-	-	-	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2954	2010	4963	>	<1	378	378	>	GCF_000601505.1_Stap_aure_F12926_081012	000601505.1	NZ_JGEX01000056.1	Staphylococcus_aureus	5286	minus	323	323	NA	NA	-	0	0	0	-	Absent	NT	NT	0	0	0	-	-	-	1
5168	348	>5515	<	-	-	-	-	-	-	-	-	-	-	-	-	2914	2010	4923	>	<1	259	259	>	GCF_000590395.1_1st_version_of_the_MRSA_CUHK_HK	000590395.1	NZ_JFFV01000035.1	Staphylococcus_aureus	5515	minus	592	592	NA	NA	-	0	0	1	-	Present	mecA_only	NT	0	0	2	-	-	ccrC1,ccrC1	1
4981	675	5655	<	-	-	-	-	-	-	-	-	4833	108	>4940	<	2727	2010	4736	>	<1	71	71	>	GCF_005861935.1_ASM58619	005861935.1	NZ_VCEZ01000007.1	Staphylococcus_aureus	41235	minus	36499	5000	36295	5000	type5	0	0	1	type5	Present	C2	NT	0	0	2	-	-	ccrC1,ccrC1	1
35581	675	36255	<	-	-	-	-	-	-	-	-	<36296	108	36403	<	36500	2010	38509	>	40965	71	>41035	>	GCF_005861825.1_ASM58618	005861825.1	NZ_VCFU01000012.1	Staphylococcus_aureus	41035	plus	36500	5000	36296	5000	type5	0	0	1	type5	Present	C2	NT	0	0	2	-	-	ccrC1,ccrC1	1
24958	675	25632	<	-	-	-	-	-	-	-	-	-	-	-	-	25877	2010	27886	>	30502	675	31176	>	GCF_005707335.1_ASM57073	005707335.1	NZ_CP039992.1	Staphylococcus_aureus	2747225	plus	25877	5000	NA	NA	-	0	0	1	-	Present	mecA_only	NT	0	0	1	-	-	ccrC1	1
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2556	2010	4565	>	-	-	-	-	GCF_005048295.1_ASM50482	005048295.1	NZ_SUKK01000035.1	Staphylococcus_aureus	4749	minus	184	184	NA	NA	-	0	0	0	-	Absent	NT	NT	1	0	0	ccrA1	-	-	1
-	-	-	-	-	-	-	-	-	-	-	-	4743	108	>4850	<	2637	2010	4646	>	-	-	-	-	GCF_005047535.1_ASM50475	005047535.1	NZ_SUKY01000034.1	Staphylococcus_aureus	4911	minus	265	265	61	61	type5	0	0	0	type5	Absent	C2	NT	1	0	0	ccrA1	-	-	1
2727988	675	2728662	<	-	-	-	-	-	-	-	-	-	-	-	-	2728907	2010	2730916	>	2733572	675	2734246	>	GCF_005707215.1_ASM57072	005707215.1	NZ_CP039162.1	Staphylococcus_aureus	2769144	plus	2728907	5000	NA	NA	-	0	0	1	-	Present	mecA_only	NT	0	0	1	-	-	ccrC1	1
35647	675	36321	<	-	-	-	-	-	-	-	-	<36362	108	36469	<	36566	2010	38575	>	41271	200	>41470	>	GCF_005861195.1_ASM58611	005861195.1	NZ_VCFQ01000007.1	Staphylococcus_aureus	41470	plus	36566	5000	36362	5000	type5	0	0	1	type5	Present	C2	NT	0	0	2	-	-	ccrC1,ccrC1	1
2782302	675	2782976	<	-	-	-	-	-	-	-	-	-	-	-	-	2783221	2010	2785230	>	2787686	675	2788360	>	GCF_005707015.1_ASM57070	005707015.1	NZ_CP039167.1	Staphylococcus_aureus	2866643	plus	2783221	5000	NA	NA	-	0	0	1	-	Present	mecA_only	NT	0	0	0	-	-	-	1
2749836	675	2750510	<	-	-	-	-	-	-	-	-	-	-	-	-	2750755	2010	2752764	>	2755380	675	2756054	>	GCF_005705815.1_ASM57058	005705815.1	NZ_CP039160.1	Staphylococcus_aureus	2782298	plus	2750755	5000	NA	NA	-	0	0	1	-	Present	mecA_only	NT	0	0	0	-	-	-	1
35648	675	36322	<	-	-	-	-	-	-	-	-	<36363	108	36470	<	36567	2010	38576	>	41272	200	>41471	>	GCF_005861095.1_ASM58610	005861095.1	NZ_VCFZ01000009.1	Staphylococcus_aureus	41471	plus	36567	5000	36363	5000	type5	0	0	1	type5	Present	C2	NT	0	0	2	-	-	ccrC1,ccrC1	1
35580	675	36254	<	-	-	-	-	-	-	-	-	<36295	108	36402	<	36499	2010	38508	>	41204	200	>41403	>	GCF_005861295.1_ASM58612	005861295.1	NZ_VCFM01000010.1	Staphylococcus_aureus	41403	plus	36499	5000	36295	5000	type5	0	0	1	type5	Present	C2	NT	0	0	2	-	-	ccrC1,ccrC1	1
35580	675	36254	<	-	-	-	-	-	-	-	-	<36295	108	36402	<	36499	2010	38508	>	41204	200	>41403	>	GCF_005861085.1_ASM58610	005861085.1	NZ_VCFY01000010.1	Staphylococcus_aureus	41403	plus	36499	5000	36295	5000	type5	0	0	1	type5	Present	C2	NT	0	0	2	-	-	ccrC1,ccrC1	1
5150	675	5824	<	-	-	-	-	-	-	-	-	5002	108	>5109	<	2896	2010	4905	>	<1	200	200	>	GCF_005861285.1_ASM58612	005861285.1	NZ_VCFL01000010.1	Staphylococcus_aureus	41400	minus	36495	5000	36291	5000	type5	0	0	1	type5	Present	C2	NT	0	0	2	-	-	ccrC1,ccrC1	1
5384	675	6058	<	-	-	-	-	-	-	-	-	<6099	108	6206	<	6303	2010	8312	>	11008	675	11682	>	GCF_005861275.1_ASM58612	005861275.1	NZ_VCFO01000007.1	Staphylococcus_aureus	52551	plus	6303	5000	6099	5000	type5	0	0	1	type5	Present	C2	NT	0	0	2	-	-	ccrC1,ccrC1	1
5150	675	5824	<	-	-	-	-	-	-	-	-	5002	108	>5109	<	2896	2010	4905	>	<1	200	200	>	GCF_005861015.1_ASM58610	005861015.1	NZ_VCGD01000009.1	Staphylococcus_aureus	41404	minus	36499	5000	36295	5000	type5	0	0	1	type5	Present	C2	NT	0	0	2	-	-	ccrC1,ccrC1	1
