"IS431s_start" "IS431s_len" "IS431s_end" "IS431s_dir" "IS1272s_start" "IS1272s_len" "IS1272s_end" "IS1272s_dir" "mecI_start" "mecI_len" "mecI_end" "mecI_dir" "mecR_start" "mecR_len" "mecR_end" "mecR_dir" "mecA_start" "mecA_len" "mecA_end" "mecA_dir" "IS431e_start" "IS431e_len" "IS431e_end" "IS431e_dir" "IS431_10bp" "assembly" "GCF_ID" "contig" "species" "contig_length" "assembly_strand" "mecA_to_end_length" "end_length" "mecR_to_end_length" "mecR_end_length" "mecR_len_simple" "mecI_present" "IS1272_present" "IS431s_present" "mecR_type" "ISs_status" "mec_class" "mec_class_inferred"
"68" "<1" "259" "259" "<" "-" "-" "-" "-" "-" "-" "-" "-" "316" "92" "407" "<" "504" "2010" "2513" ">" "4929" "153" ">5081" ">" "1" "GCF_001238085.1_7067_4" "GCF_001238085.1" "NZ_CUEM01000051.1" "Staphylococcus_haemolyticus" 5081 "plus" 504 504 316 316 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"69" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "2656" "2010" "4665" ">" "-" "-" "-" "-" "0" "GCF_001236365.1_7067_4" "GCF_001236365.1" "NZ_CUDI01000061.1" "Staphylococcus_haemolyticus" 4838 "minus" 173 173 NA NA "-" 0 0 0 "-" "Absent" "NT" "NT"
"70" "4720" "675" "5394" "<" "-" "-" "-" "-" "-" "-" "-" "-" "4572" "92" "4663" "<" "2466" "2010" "4475" ">" "-" "-" "-" "-" "1" "GCF_001233865.1_7068_7" "GCF_001233865.1" "NZ_CUFF01000043.1" "Staphylococcus_haemolyticus" 15610 "minus" 11135 5000 10947 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"71" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "107" "92" "198" "<" "295" "2010" "2304" ">" "-" "-" "-" "-" "1" "GCF_001232245.1_7067_4" "GCF_001232245.1" "NZ_CUCY01000058.1" "Staphylococcus_haemolyticus" 4718 "plus" 295 295 107 107 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"72" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "104" "92" "195" "<" "292" "2010" "2301" ">" "-" "-" "-" "-" "1" "GCF_001235105.1_7068_7" "GCF_001235105.1" "NZ_CUFJ01000073.1" "Staphylococcus_haemolyticus" 4964 "plus" 292 292 104 104 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"73" "4677" "675" "5351" "<" "-" "-" "-" "-" "-" "-" "-" "-" "4529" "92" "4620" "<" "2423" "2010" "4432" ">" "-" "-" "-" "-" "1" "GCF_001235085.1_7068_7" "GCF_001235085.1" "NZ_CUGW01000043.1" "Staphylococcus_haemolyticus" 15567 "minus" 11135 5000 10947 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"74" "10218" "675" "10892" "<" "-" "-" "-" "-" "-" "-" "-" "-" "10949" "92" "11040" "<" "11137" "2010" "13146" ">" "15762" "173" ">15934" ">" "1" "GCF_001231825.1_7068_7" "GCF_001231825.1" "NZ_CUHB01000032.1" "Staphylococcus_haemolyticus" 15934 "plus" 11137 5000 10949 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"75" "6656" "675" "7330" "<" "-" "-" "-" "-" "-" "-" "-" "-" "7387" "92" "7478" "<" "7575" "2010" "9584" ">" "12054" "282" ">12335" ">" "1" "GCF_001234585.1_7068_7" "GCF_001234585.1" "NZ_CUWC01000039.1" "Staphylococcus_haemolyticus" 12335 "plus" 7575 5000 7387 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"76" "<1" "259" "259" "<" "-" "-" "-" "-" "-" "-" "-" "-" "316" "92" "407" "<" "504" "2010" "2513" ">" "-" "-" "-" "-" "1" "GCF_001234545.1_7068_7" "GCF_001234545.1" "NZ_CUGA01000053.1" "Staphylococcus_haemolyticus" 5206 "plus" 504 504 316 316 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"77" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "53" "92" "144" "<" "241" "2010" "2250" ">" "4906" "172" ">5077" ">" "0" "GCF_001231545.1_7068_7" "GCF_001231545.1" "NZ_CUGY01000063.1" "Staphylococcus_haemolyticus" 5077 "plus" 241 241 53 53 "NT_0-99" 0 0 0 "NT_0-99" "Absent" "NT" "NT"
"78" "4673" "675" "5347" "<" "-" "-" "-" "-" "-" "-" "-" "-" "4525" "92" "4616" "<" "2419" "2010" "4428" ">" "-" "-" "-" "-" "1" "GCF_001234485.1_7068" "GCF_001234485.1" "NZ_CUFM01000043.1" "Staphylococcus_haemolyticus" 15562 "minus" 11134 5000 10946 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"79" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "52" "92" "143" "<" "240" "2010" "2249" ">" "-" "-" "-" "-" "0" "GCF_001237485.1_7067_4" "GCF_001237485.1" "NZ_CUEQ01000048.1" "Staphylococcus_haemolyticus" 4898 "plus" 240 240 52 52 "NT_0-99" 0 0 0 "NT_0-99" "Absent" "NT" "NT"
"80" "<1" "259" "259" "<" "-" "-" "-" "-" "-" "-" "-" "-" "316" "92" "407" "<" "504" "2010" "2513" ">" "-" "-" "-" "-" "1" "GCF_001237425.1_7068" "GCF_001237425.1" "NZ_CUGF01000055.1" "Staphylococcus_haemolyticus" 4962 "plus" 504 504 316 316 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"81" "4982" "675" "5656" "<" "-" "-" "-" "-" "-" "-" "-" "-" "4834" "92" "4925" "<" "2728" "2010" "4737" ">" "<1" "72" "72" ">" "1" "GCF_001231145.1_7068_7" "GCF_001231145.1" "NZ_CUFI01000033.1" "Staphylococcus_haemolyticus" 15850 "minus" 11113 5000 10925 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"82" "10188" "675" "10862" "<" "-" "-" "-" "-" "-" "-" "-" "-" "10919" "92" "11010" "<" "11107" "2010" "13116" ">" "-" "-" "-" "-" "1" "GCF_001235645.1_7068_7" "GCF_001235645.1" "NZ_CUFK01000038.1" "Staphylococcus_haemolyticus" 15778 "plus" 11107 5000 10919 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"83" "<1" "72" "72" "<" "-" "-" "-" "-" "-" "-" "-" "-" "129" "92" "220" "<" "317" "2010" "2326" ">" "-" "-" "-" "-" "1" "GCF_001232865.1_7067_4" "GCF_001232865.1" "NZ_CUEJ01000051.1" "Staphylococcus_haemolyticus" 5026 "plus" 317 317 129 129 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"84" "379" "675" "1053" "<" "-" "-" "-" "-" "-" "-" "-" "-" "1110" "92" "1201" "<" "1298" "2010" "3307" ">" "-" "-" "-" "-" "1" "GCF_001227045.1_7068_7" "GCF_001227045.1" "NZ_CUHE01000045.1" "Staphylococcus_haemolyticus" 5978 "plus" 1298 1298 1110 1110 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"85" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "51" "92" "142" "<" "239" "2010" "2248" ">" "-" "-" "-" "-" "0" "GCF_001071875.1_ASM10718" "GCF_001071875.1" "NZ_JVPA01000002.1" "Staphylococcus_haemolyticus" 4576 "plus" 239 239 51 51 "NT_0-99" 0 0 0 "NT_0-99" "Absent" "NT" "NT"
"86" "7945" "675" "8619" "<" "-" "-" "-" "-" "-" "-" "-" "-" "8676" "92" "8767" "<" "8864" "2010" "10873" ">" "-" "-" "-" "-" "1" "GCF_001228325.1_7067_4" "GCF_001228325.1" "NZ_CUEB01000039.1" "Staphylococcus_haemolyticus" 13586 "plus" 8864 5000 8676 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"87" "<1" "236" "236" "<" "-" "-" "-" "-" "-" "-" "-" "-" "293" "92" "384" "<" "481" "2010" "2490" ">" "4946" "173" ">5118" ">" "1" "GCF_001230145.1_7068_7" "GCF_001230145.1" "NZ_CUHG01000043.1" "Staphylococcus_haemolyticus" 5118 "plus" 481 481 293 293 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"88" "33129" "675" "33803" ">" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "33976" "2010" "35985" ">" "38640" "675" "39314" ">" "1" "GCF_000972725.1_ASM9727" "GCF_000972725.1" "NZ_CP011116.1" "Staphylococcus_haemolyticus" 2561368 "plus" 33976 5000 NA NA "-" 0 0 1 "-" "Present" "mecA_only" "NT"
"89" "<1" "72" "72" "<" "-" "-" "-" "-" "-" "-" "-" "-" "129" "92" "220" "<" "317" "2010" "2326" ">" "-" "-" "-" "-" "1" "GCF_001227705.1_7067_4" "GCF_001227705.1" "NZ_CUDW01000059.1" "Staphylococcus_haemolyticus" 5015 "plus" 317 317 129 129 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"90" "<1" "72" "72" "<" "-" "-" "-" "-" "-" "-" "-" "-" "129" "92" "220" "<" "317" "2010" "2326" ">" "4982" "137" ">5118" ">" "1" "GCF_001226285.1_7067_4" "GCF_001226285.1" "NZ_CUER01000068.1" "Staphylococcus_haemolyticus" 5118 "plus" 317 317 129 129 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"91" "44313" "675" "44987" "<" "-" "-" "-" "-" "-" "-" "-" "-" "45044" "92" "45135" "<" "45232" "2010" "47241" ">" "49897" "675" "50571" ">" "1" "GCF_000763705.1_ASM7637" "GCF_000763705.1" "NZ_JQHB01000015.1" "Staphylococcus_haemolyticus" 148050 "plus" 45232 5000 45044 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"92" "10218" "675" "10892" "<" "-" "-" "-" "-" "-" "-" "-" "-" "10949" "92" "11040" "<" "11137" "2010" "13146" ">" "15802" "72" ">15873" ">" "1" "GCF_001225985.1_7068_7" "GCF_001225985.1" "NZ_CUFH01000035.1" "Staphylococcus_haemolyticus" 15873 "plus" 11137 5000 10949 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"93" "<1" "72" "72" "<" "-" "-" "-" "-" "-" "-" "-" "-" "129" "92" "220" "<" "317" "2010" "2326" ">" "-" "-" "-" "-" "1" "GCF_001227385.1_7068_7" "GCF_001227385.1" "NZ_CUFN01000060.1" "Staphylococcus_haemolyticus" 5013 "plus" 317 317 129 129 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"94" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "4524" "92" "4615" "<" "2418" "2010" "4427" ">" "-" "-" "-" "-" "1" "GCF_001225665.1_7067_4" "GCF_001225665.1" "NZ_CUEN01000056.1" "Staphylococcus_haemolyticus" 4721 "minus" 294 294 106 106 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"95" "44170" "675" "44844" "<" "-" "-" "-" "-" "-" "-" "-" "-" "44901" "92" "44992" "<" "45089" "2010" "47098" ">" "49754" "675" "50428" ">" "1" "GCF_000763725.1_ASM7637" "GCF_000763725.1" "NZ_JQHA01000008.1" "Staphylococcus_haemolyticus" 147907 "plus" 45089 5000 44901 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"96" "<1" "491" "491" "<" "-" "-" "-" "-" "-" "-" "-" "-" "548" "92" "639" "<" "736" "2010" "2745" ">" "-" "-" "-" "-" "1" "GCF_001228845.1_7068_7" "GCF_001228845.1" "NZ_CUFO01000026.1" "Staphylococcus_haemolyticus" 5450 "plus" 736 736 548 548 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"97" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "4640" "92" "4731" "<" "2534" "2010" "4543" ">" "-" "-" "-" "-" "0" "GCF_001225485.1_7068_7" "GCF_001225485.1" "NZ_CUFY01000063.1" "Staphylococcus_haemolyticus" 4781 "minus" 238 238 50 50 "NT_0-99" 0 0 0 "NT_0-99" "Absent" "NT" "NT"
"98" "4337" "147" ">4483" "<" "-" "-" "-" "-" "-" "-" "-" "-" "4189" "92" "4280" "<" "2083" "2010" "4092" ">" "-" "-" "-" "-" "1" "GCF_001072095.1_ASM10720" "GCF_001072095.1" "NZ_JVMX01000058.1" "Staphylococcus_haemolyticus" 4544 "minus" 452 452 264 264 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"99" "2202" "675" "2876" "<" "-" "-" "-" "-" "-" "-" "-" "-" "2933" "92" "3024" "<" "3121" "2010" "5130" ">" "-" "-" "-" "-" "1" "GCF_008922565.1_ASM89225" "GCF_008922565.1" "NZ_WBQU01000040.1" "Staphylococcus_epidermidis" 7771 "plus" 3121 3121 2933 2933 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"100" "2202" "675" "2876" "<" "-" "-" "-" "-" "-" "-" "-" "-" "2933" "92" "3024" "<" "3121" "2010" "5130" ">" "-" "-" "-" "-" "1" "GCF_008922555.1_ASM89225" "GCF_008922555.1" "NZ_WBQT01000042.1" "Staphylococcus_epidermidis" 7771 "plus" 3121 3121 2933 2933 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"101" "2187" "675" "2861" "<" "-" "-" "-" "-" "-" "-" "-" "-" "2918" "92" "3009" "<" "3106" "2010" "5115" ">" "-" "-" "-" "-" "1" "GCF_007679125.1_ASM76791" "GCF_007679125.1" "NZ_VEFW01000029.1" "Staphylococcus_epidermidis" 7877 "plus" 3106 3106 2918 2918 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"102" "5015" "675" "5689" "<" "-" "-" "-" "-" "-" "-" "-" "-" "4867" "92" "4958" "<" "2761" "2010" "4770" ">" "<1" "185" "185" ">" "1" "GCF_008922845.1_ASM89228" "GCF_008922845.1" "NZ_WBRG01000029.1" "Staphylococcus_epidermidis" 11020 "minus" 6250 5000 6062 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"103" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "4582" "92" "4673" "<" "2476" "2010" "4485" ">" "-" "-" "-" "-" "1" "GCF_008922755.1_ASM89227" "GCF_008922755.1" "NZ_WBRB01000035.1" "Staphylococcus_epidermidis" 4790 "minus" 305 305 117 117 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"104" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "292" "2010" "2301" ">" "-" "-" "-" "-" "0" "GCF_007673625.1_ASM76736" "GCF_007673625.1" "NZ_VDZY01000036.1" "Staphylococcus_epidermidis" NA "plus" 292 292 NA NA "-" 0 0 0 "-" "Absent" "NT" "NT"
"105" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "4791" "92" "4882" "<" "2685" "2010" "4694" ">" "-" "-" "-" "-" "1" "GCF_007673575.1_ASM76735" "GCF_007673575.1" "NZ_VDZW01000035.1" "Staphylococcus_epidermidis" 4985 "minus" 291 291 103 103 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"106" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "7291" "88" "7378" "<" "5185" "2010" "7194" ">" "-" "-" "-" "-" "1" "GCF_006337205.1_ASM63372" "GCF_006337205.1" "NZ_CP040867.1" "Staphylococcus_epidermidis" 2424890 "minus" 2417696 5000 2417512 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"107" "679731" "675" "680405" "<" "-" "-" "-" "-" "-" "-" "-" "-" "679583" "92" "679674" "<" "677477" "2010" "679486" ">" "674147" "675" "674821" ">" "1" "GCF_003856455.1_ASM38564" "GCF_003856455.1" "NZ_CP034115.1" "Staphylococcus_epidermidis" 2524648 "minus" 1845162 5000 1844974 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"108" "685626" "675" "686300" "<" "-" "-" "-" "-" "-" "-" "-" "-" "685478" "92" "685569" "<" "683372" "2010" "685381" ">" "680042" "675" "680716" ">" "1" "GCF_003856395.1_ASM38563" "GCF_003856395.1" "NZ_CP034111.1" "Staphylococcus_epidermidis" 2477784 "minus" 1792403 5000 1792215 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"109" "901037" "675" "901711" "<" "-" "-" "-" "-" "-" "-" "-" "-" "901768" "92" "901859" "<" "901956" "2010" "903965" ">" "906461" "675" "907135" ">" "1" "GCF_003812425.1_ASM38124" "GCF_003812425.1" "NZ_CP033782.1" "Staphylococcus_epidermidis" 2544197 "plus" 901956 5000 901768 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"110" "12183" "675" "12857" "<" "-" "-" "-" "-" "-" "-" "-" "-" "12914" "92" "13005" "<" "13102" "2010" "15111" ">" "17767" "114" ">17880" ">" "1" "GCF_004374965.1_ASM43749" "GCF_004374965.1" "NZ_SNNI01000039.1" "Staphylococcus_epidermidis" 17880 "plus" 13102 5000 12914 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"111" "5024" "675" "5698" "<" "-" "-" "-" "-" "-" "-" "-" "-" "4876" "92" "4967" "<" "2770" "2010" "4779" ">" "<1" "114" "114" ">" "1" "GCF_004374885.1_ASM43748" "GCF_004374885.1" "NZ_SNNF01000090.1" "Staphylococcus_epidermidis" 7199 "minus" 2420 2420 2232 2232 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"112" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "1529" "2010" "3538" ">" "-" "-" "-" "-" "0" "GCF_002271435.1_assembly-7759" "GCF_002271435.1" "NZ_NPDA01000171.1" "Staphylococcus_epidermidis" NA "minus" NA NA NA NA "-" 0 0 0 "-" "Absent" "NT" "NT"
"113" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "3935" "92" "4026" "<" "1829" "2010" "3838" ">" "-" "-" "-" "-" "1" "GCF_001074715.1_ASM10747" "GCF_001074715.1" "NZ_JUPY01000093.1" "Staphylococcus_epidermidis" 4129 "minus" 291 291 103 103 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"114" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "104" "92" "195" "<" "292" "2010" "2301" ">" "-" "-" "-" "-" "1" "GCF_001075855.1_ASM10758" "GCF_001075855.1" "NZ_JULQ01000097.1" "Staphylococcus_epidermidis" 4129 "plus" 292 292 104 104 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"115" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "3895" "92" "3986" "<" "1789" "2010" "3798" ">" "-" "-" "-" "-" "1" "GCF_001074495.1_ASM10744" "GCF_001074495.1" "NZ_JUSH01000107.1" "Staphylococcus_epidermidis" 4089 "minus" 291 291 103 103 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"116" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "3988" "92" "4079" "<" "1882" "2010" "3891" ">" "-" "-" "-" "-" "0" "GCF_001074315.1_ASM10743" "GCF_001074315.1" "NZ_JUTU01000166.1" "Staphylococcus_epidermidis" 4109 "minus" 218 218 30 30 "NT_0-99" 0 0 0 "NT_0-99" "Absent" "NT" "NT"
"117" "<1" "231" "231" "<" "-" "-" "-" "-" "-" "-" "-" "-" "288" "92" "379" "<" "476" "2010" "2485" ">" "-" "-" "-" "-" "1" "GCF_001074075.1_ASM10740" "GCF_001074075.1" "NZ_JUVK01000034.1" "Staphylococcus_epidermidis" 5174 "plus" 476 476 288 288 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"118" "2150" "675" "2824" "<" "-" "-" "-" "-" "-" "-" "-" "-" "2857" "88" "2944" "<" "3041" "2010" "5050" ">" "-" "-" "-" "-" "1" "GCF_001431005.1_ASM14310" "GCF_001431005.1" "NZ_LJIF01000037.1" "Staphylococcus_epidermidis" 7310 "plus" 3041 3041 2857 2857 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"119" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "85" "92" "176" "<" "273" "2010" "2282" ">" "-" "-" "-" "-" "1" "GCF_001073465.1_ASM10734" "GCF_001073465.1" "NZ_JVBC01000040.1" "Staphylococcus_epidermidis" 4091 "plus" 273 273 85 85 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"120" "4163" "227" ">4389" "<" "-" "-" "-" "-" "-" "-" "-" "-" "4015" "92" "4106" "<" "1909" "2010" "3918" ">" "-" "-" "-" "-" "1" "GCF_001075065.1_ASM10750" "GCF_001075065.1" "NZ_JUSL01000067.1" "Staphylococcus_epidermidis" 4389 "minus" 471 471 283 283 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"121" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "104" "92" "195" "<" "292" "2010" "2301" ">" "-" "-" "-" "-" "1" "GCF_001073305.1_ASM10733" "GCF_001073305.1" "NZ_JVDF01000091.1" "Staphylococcus_epidermidis" 4129 "plus" 292 292 104 104 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"122" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "31" "92" "122" "<" "219" "2010" "2228" ">" "-" "-" "-" "-" "0" "GCF_001073295.1_ASM10732" "GCF_001073295.1" "NZ_JVCM01000178.1" "Staphylococcus_epidermidis" 4029 "plus" 219 219 31 31 "NT_0-99" 0 0 0 "NT_0-99" "Absent" "NT" "NT"
"123" "<62" "147" "208" "<" "-" "-" "-" "-" "-" "-" "-" "-" "265" "92" "356" "<" "453" "2010" "2462" ">" "-" "-" "-" "-" "1" "GCF_001073235.1_ASM10732" "GCF_001073235.1" "NZ_JVDM01000043.1" "Staphylococcus_epidermidis" 4374 "plus" 453 453 265 265 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"124" "<1" "231" "231" "<" "-" "-" "-" "-" "-" "-" "-" "-" "288" "92" "379" "<" "476" "2010" "2485" ">" "5181" "164" ">5344" ">" "1" "GCF_001073075.1_ASM10730" "GCF_001073075.1" "NZ_JVGE01000019.1" "Staphylococcus_epidermidis" 5344 "plus" 476 476 288 288 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"125" "4083" "227" ">4309" "<" "-" "-" "-" "-" "-" "-" "-" "-" "3935" "92" "4026" "<" "1829" "2010" "3838" ">" "-" "-" "-" "-" "1" "GCF_001073035.1_ASM10730" "GCF_001073035.1" "NZ_JVGH01000060.1" "Staphylococcus_epidermidis" 4309 "minus" 471 471 283 283 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"126" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "104" "92" "195" "<" "292" "2010" "2301" ">" "-" "-" "-" "-" "1" "GCF_001072715.1_ASM10727" "GCF_001072715.1" "NZ_JVIW01000124.1" "Staphylococcus_epidermidis" 4049 "plus" 292 292 104 104 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"127" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "31" "92" "122" "<" "219" "2010" "2228" ">" "-" "-" "-" "-" "0" "GCF_001072685.1_ASM10726" "GCF_001072685.1" "NZ_JVJF01000114.1" "Staphylococcus_epidermidis" 4029 "plus" 219 219 31 31 "NT_0-99" 0 0 0 "NT_0-99" "Absent" "NT" "NT"
"128" "<1" "218" "218" "<" "-" "-" "-" "-" "-" "-" "-" "-" "275" "92" "366" "<" "463" "2010" "2472" ">" "5322" "127" ">5448" ">" "1" "GCF_001072575.1_ASM10725" "GCF_001072575.1" "NZ_JVJZ01000078.1" "Staphylococcus_epidermidis" 5448 "plus" 463 463 275 275 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"129" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "3935" "92" "4026" "<" "1829" "2010" "3838" ">" "-" "-" "-" "-" "1" "GCF_001070255.1_ASM10702" "GCF_001070255.1" "NZ_JWCD01000060.1" "Staphylococcus_epidermidis" 4129 "minus" 291 291 103 103 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"130" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "104" "92" "195" "<" "292" "2010" "2301" ">" "-" "-" "-" "-" "1" "GCF_001071895.1_ASM10718" "GCF_001071895.1" "NZ_JVOY01000104.1" "Staphylococcus_epidermidis" 4129 "plus" 292 292 104 104 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"131" "11696" "675" "12370" "<" "-" "-" "-" "-" "-" "-" "-" "-" "12427" "92" "12518" "<" "12615" "2010" "14624" ">" "17280" "409" ">17688" ">" "1" "GCF_000276425.1_ASM2764" "GCF_000276425.1" "NZ_AKGO01000089.1" "Staphylococcus_epidermidis" 17688 "plus" 12615 5000 12427 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"132" "11700" "675" "12374" "<" "-" "-" "-" "-" "-" "-" "-" "-" "12431" "92" "12522" "<" "12619" "2010" "14628" ">" "-" "-" "-" "-" "1" "GCF_000276405.1_ASM2764" "GCF_000276405.1" "NZ_AKGP01000048.1" "Staphylococcus_epidermidis" 16399 "plus" 12619 5000 12431 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"133" "2121" "675" "2795" "<" "-" "-" "-" "-" "-" "-" "-" "-" "2852" "92" "2943" "<" "3041" "2010" "5050" ">" "-" "-" "-" "-" "1" "GCF_000245635.1_ASM2456" "GCF_000245635.1" "NZ_AHKX01000065.1" "Staphylococcus_epidermidis" 7449 "plus" 3041 3041 2852 2852 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"134" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "3935" "92" "4026" "<" "1829" "2010" "3838" ">" "-" "-" "-" "-" "1" "GCF_001069215.1_ASM10692" "GCF_001069215.1" "NZ_JWCC01000079.1" "Staphylococcus_epidermidis" 4129 "minus" 291 291 103 103 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"135" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "3912" "92" "4003" "<" "1806" "2010" "3815" ">" "-" "-" "-" "-" "1" "GCF_001071415.1_ASM10714" "GCF_001071415.1" "NZ_JVAT01000105.1" "Staphylococcus_epidermidis" 4083 "minus" 268 268 80 80 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"136" "<1" "227" "227" "<" "-" "-" "-" "-" "-" "-" "-" "-" "284" "92" "375" "<" "472" "2010" "2481" ">" "-" "-" "-" "-" "1" "GCF_001068845.1_ASM10688" "GCF_001068845.1" "NZ_JVYA01000052.1" "Staphylococcus_epidermidis" 4429 "plus" 472 472 284 284 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
